cluster_names	Z7542	Z7546	Z7547	Z7574
43617_1895	0	0	0	0
43617_1896	0	0	0	0
43617_1904	1	1	1	0
103P14B1_1403	0	0	0	0
43617_1934	0	0	0	0
43617_1945	1	1	1	1
43617_1951	0	0	0	0
103P14B1_972	1	1	1	1
103P14B1_912	1	1	1	1
103P14B1_921	1	1	1	1
103P14B1_1523	1	1	1	1
103P14B1_1175	1	1	1	1
103P14B1_1163	1	1	1	1
43617_2044	1	1	1	1
103P14B1_1203	1	1	1	1
103P14B1_983	1	1	1	1
103P14B1_990	1	1	1	1
103P14B1_535	1	1	1	1
46P47B1_65	1	1	1	1
103P14B1_1037	1	1	1	1
103P14B1_891	1	1	1	1
103P14B1_882	1	1	1	1
103P14B1_878	1	1	1	1
46P47B1_200	0	0	0	0
46P47B1_201	0	0	0	0
46P47B1_202	0	0	0	0
46P47B1_203	0	0	0	0
103P14B1_1174	1	1	1	1
103P14B1_466	1	1	1	1
46P47B1_407	0	0	0	0
46P47B1_408	0	0	0	0
103P14B1_1517	1	1	1	1
103P14B1_1411	1	1	1	1
103P14B1_1410	1	1	1	1
46P47B1_481	1	1	1	1
46P47B1_488	0	0	0	1
46P47B1_522	0	0	0	0
46P47B1_528	0	0	0	0
46P47B1_529	0	0	0	0
46P47B1_530	0	0	0	0
103P14B1_1669	0	0	0	1
46P47B1_553	0	0	0	0
46P47B1_554	0	0	0	0
103P14B1_1306	0	0	0	0
103P14B1_1589	0	0	0	0
46P47B1_604	1	1	1	1
46P47B1_609	1	1	1	1
103P14B1_644	1	1	1	1
46P47B1_670	0	0	0	0
103P14B1_810	0	0	0	0
103P14B1_573	1	1	1	1
46P47B1_807	0	0	0	0
103P14B1_1301	1	1	1	0
103P14B1_1380	0	0	0	1
46P47B1_885	0	0	0	1
103P14B1_1378	0	0	0	1
103P14B1_1363	1	1	1	1
46P47B1_902	1	1	1	1
46P47B1_906	0	0	0	0
46P47B1_910	0	0	0	0
46P47B1_912	0	0	0	0
46P47B1_913	0	0	0	0
46P47B1_914	0	0	0	0
46P47B1_915	0	0	0	0
46P47B1_917	0	0	0	0
46P47B1_918	0	0	0	0
46P47B1_919	0	0	0	0
46P47B1_1013	0	0	0	0
46P47B1_1018	0	0	0	0
46P47B1_1019	0	0	0	0
46P47B1_1020	0	0	0	0
46P47B1_1021	0	0	0	0
103P14B1_1713	1	1	1	1
103P14B1_1726	1	1	1	1
46P47B1_1196	1	1	1	1
103P14B1_532	1	1	1	1
46P47B1_1389	0	0	0	0
46P47B1_1390	0	0	0	0
103P14B1_560	1	1	1	1
103P14B1_565	1	1	1	1
46P47B1_1435	1	1	1	1
103P14B1_1170	1	1	1	1
46P47B1_1442	0	0	0	0
43617_1731	1	1	1	0
46P47B1_1491	1	1	1	1
46P47B1_1520	0	0	0	0
46P47B1_1521	0	0	0	0
46P47B1_1522	0	0	0	0
46P47B1_1523	0	0	0	0
46P47B1_1527	0	0	0	0
103P14B1_1244	1	1	1	1
46P47B1_1735	1	1	1	1
103P14B1_166	0	0	0	0
103P14B1_2058	0	0	0	0
46P47B1_1902	1	1	1	1
103P14B1_969	1	1	1	1
46P47B1_1930	0	0	0	0
103P14B1_210	1	1	1	0
7169_60	1	1	1	0
7169_85	0	0	0	0
7169_87	0	0	0	0
7169_89	0	0	0	0
7169_92	0	0	0	0
7169_93	0	0	0	0
103P14B1_1657	1	1	1	1
7169_638	1	1	1	1
7169_1067	0	0	0	0
7169_1072	0	0	0	0
7169_1074	0	0	0	0
7169_1146	0	0	0	0
43617_1212	0	0	0	0
103P14B1_2065	1	1	1	0
103P14B1_1356	0	0	0	0
103P14B1_1383	0	0	0	0
103P14B1_831	0	0	0	0
7169_1533	0	0	0	0
103P14B1_1090	0	0	0	0
103P14B1_1430	1	1	1	1
7169_1580	0	0	0	0
7169_1743	1	1	1	1
103P14B1_476	1	1	1	1
103P14B1_462	1	1	1	1
103P14B1_63	0	0	0	0
103P14B1_92	1	1	1	1
103P14B1_100	1	1	1	1
7169_1915	1	1	1	1
12P80B1_699	0	0	0	0
12P80B1_1195	1	1	1	1
B496_137	0	0	0	0
B496_138	0	0	0	0
B496_139	0	0	0	0
B496_140	0	0	0	0
B496_141	0	0	0	0
B496_142	0	0	0	0
B496_143	0	0	0	0
B496_144	0	0	0	0
B496_145	0	0	0	0
B496_149	0	0	0	0
B496_150	0	0	0	0
B496_151	0	0	0	0
B496_152	0	0	0	0
B496_153	0	0	0	0
B496_154	0	0	0	0
B496_155	0	0	0	0
B496_156	0	0	0	0
B496_157	0	0	0	0
B496_158	0	0	0	0
B496_159	0	0	0	0
B496_160	0	0	0	0
B496_161	0	0	0	0
B496_162	0	0	0	0
B496_163	0	0	0	0
B496_164	0	0	0	0
B496_165	0	0	0	0
B496_166	0	0	0	0
B496_167	0	0	0	0
B496_168	0	0	0	0
B496_169	0	0	0	0
B496_184	0	0	0	0
B496_185	0	0	0	0
12P80B1_701	0	0	0	0
B496_256	0	0	0	0
B496_299	1	1	1	1
103P14B1_163	1	1	1	1
B496_346	1	1	1	1
103P14B1_74	1	1	1	1
B496_418	1	1	1	1
B496_463	1	1	1	1
103P14B1_471	1	1	1	1
103P14B1_480	1	1	1	1
103P14B1_527	1	1	1	1
103P14B1_232	1	1	1	1
103P14B1_260	1	1	1	1
103P14B1_1268	1	1	1	1
103P14B1_1366	1	1	1	1
103P14B1_1054	1	1	1	1
103P14B1_172	1	1	1	1
103P14B1_202	1	1	1	1
103P14B1_574	1	1	1	1
103P14B1_995	1	1	1	1
103P14B1_991	1	1	1	1
B496_930	1	1	1	0
103P14B1_1289	1	1	1	1
B496_989	0	0	0	0
103P14B1_382	1	1	1	1
B496_1047	0	0	0	0
103P14B1_1855	0	0	0	0
103P14B1_1893	1	1	1	1
103P14B1_1938	1	1	1	1
103P14B1_1303	0	0	0	0
103P14B1_845	1	1	1	1
103P14B1_880	1	1	1	1
103P14B1_947	1	1	1	1
103P14B1_686	1	1	1	1
B496_1665	0	0	0	0
103P14B1_2045	1	1	1	1
B496_1709	0	0	0	0
B496_1772	1	1	1	1
103P14B1_1216	1	1	1	1
103P14B1_1241	1	1	1	1
103P14B1_312	1	1	1	1
103P14B1_338	1	1	1	1
B502_75	1	1	1	1
103P14B1_1670	0	0	0	1
B502_206	0	0	0	0
B502_207	0	0	0	0
B502_208	0	0	0	0
103P14B1_1774	1	1	1	1
B502_356	1	1	1	1
103P14B1_1287	1	1	1	1
B502_387	0	0	0	0
B502_501	0	0	0	0
103P14B1_1458	1	1	1	1
46P47B1_344	0	0	0	0
B502_592	0	0	0	0
103P14B1_115	1	1	1	1
B502_856	1	1	1	1
B502_862	0	0	0	0
B502_863	0	0	0	0
B502_864	0	0	0	0
B502_865	0	0	0	0
B502_866	0	0	0	0
B502_867	0	0	0	0
B502_868	0	0	0	0
B502_869	0	0	0	0
B502_871	0	0	0	0
B502_874	0	0	0	0
103P14B1_1074	1	1	1	1
B502_1213	0	0	0	0
103P14B1_288	1	1	1	1
B502_1282	0	0	0	0
B502_1331	0	0	0	0
103P14B1_1236	1	1	1	1
103P14B1_1388	1	1	1	1
103P14B1_942	0	0	0	0
B502_1531	0	0	0	0
B502_1535	0	0	0	0
B502_1537	0	0	0	0
B502_1538	0	0	0	0
B502_1539	0	0	0	0
B502_1557	0	0	0	0
103P14B1_170	1	1	1	1
103P14B1_184	1	1	1	1
103P14B1_549	1	1	1	1
103P14B1_981	1	1	1	1
12P80B1_1453	0	0	0	0
B502_1724	0	0	0	0
B502_1725	0	0	0	0
B502_1726	0	0	0	0
B502_1727	0	0	0	0
B502_1728	0	0	0	0
B502_1729	0	0	0	0
B502_1730	0	0	0	0
B502_1731	0	0	0	0
B502_1732	0	0	0	0
B502_1735	0	0	0	1
B502_1736	0	0	0	0
B502_1737	0	0	0	0
B502_1738	0	0	0	0
B502_1739	0	0	0	0
B502_1740	1	1	1	0
B502_1741	1	1	1	0
B502_1742	1	1	1	0
B502_1743	1	1	1	0
B502_1745	0	0	0	0
B502_1746	0	0	0	0
B502_1747	0	0	0	0
B502_1748	0	0	0	0
B502_1749	0	0	0	0
B502_1750	0	0	0	0
B502_1751	1	1	1	1
B502_1752	1	1	1	1
B502_1753	1	1	1	1
B502_1754	1	1	1	1
B502_1755	1	1	1	1
B502_1756	1	1	1	1
B502_1760	0	0	0	0
B502_1761	0	0	0	0
B502_1762	0	0	0	0
B502_1763	1	1	1	1
B502_1765	0	0	0	0
B502_1767	1	1	1	0
B502_1768	1	1	1	1
B502_1769	0	0	0	0
B502_1770	1	1	1	1
B502_1773	1	1	1	1
B502_1775	0	0	0	0
B502_1776	0	0	0	0
B502_1777	0	0	0	1
B502_1778	0	0	0	0
B502_1782	1	1	1	1
B502_1783	1	1	1	1
B502_1784	0	0	0	0
B502_1785	0	0	0	0
103P14B1_2002	1	1	1	1
B502_1974	0	0	0	0
B502_1976	0	0	0	0
B502_2046	1	1	1	1
103P14B1_1274	1	1	1	1
B503_179	0	0	0	0
103P14B1_365	1	1	1	1
B503_245	0	0	0	0
B503_251	1	1	1	1
103P14B1_751	1	1	1	1
103P14B1_753	1	1	1	1
43617_2062	1	1	1	1
103P14B1_858	1	1	1	1
103P14B1_688	0	0	0	0
B503_1253	1	1	1	1
103P14B1_121	1	1	1	1
103P14B1_70	0	0	0	0
103P14B1_467	1	1	1	1
B503_1470	0	0	0	0
B503_1477	0	0	0	0
B503_1478	0	0	0	0
B503_1479	0	0	0	0
B503_1480	0	0	0	0
B503_1481	0	0	0	0
B503_1482	0	0	0	0
B503_1483	0	0	0	0
B503_1484	0	0	0	0
43617_1089	0	0	0	0
103P14B1_697	0	0	0	0
B503_1685	0	0	0	0
B503_1691	0	0	0	0
B496_136	0	0	0	0
B503_1706	0	0	0	0
12P80B1_702	0	0	0	0
B503_1777	1	1	1	1
103P14B1_1563	1	1	1	1
B503_1858	1	1	1	1
103P14B1_1145	1	1	1	1
103P14B1_629	1	1	1	1
103P14B1_626	1	1	1	1
B507_188	0	0	0	0
B507_191	0	0	0	0
103P14B1_205	1	1	1	1
103P14B1_175	1	1	1	1
103P14B1_898	1	1	1	1
103P14B1_840	1	1	1	1
B507_645	1	1	1	1
B507_686	0	0	0	0
B507_699	0	0	0	0
B507_701	0	0	0	0
B507_702	0	0	0	0
B507_703	0	0	0	0
B507_704	0	0	0	0
103P14B1_1200	1	1	1	1
B507_779	1	1	1	1
B507_1160	0	0	0	1
103P14B1_1358	0	0	0	0
103P14B1_1478	1	1	1	1
103P14B1_284	1	1	1	1
103P14B1_1097	1	1	1	1
B507_1932	0	0	0	0
B507_1984	0	0	0	0
B507_2034	0	0	0	0
B507_2055	1	1	1	1
103P14B1_16	1	1	1	1
B508_101	0	0	0	0
103P14B1_1546	1	1	1	1
103P14B1_1650	0	0	0	1
B508_619	0	0	0	0
B508_703	1	1	1	1
B508_751	0	0	0	1
103P14B1_1211	1	1	1	1
103P14B1_1218	1	1	1	1
103P14B1_1224	1	1	1	1
43617_1210	0	0	0	0
103P14B1_1917	0	0	0	0
103P14B1_572	1	1	1	1
103P14B1_2011	1	1	1	1
103P14B1_1946	1	1	1	1
103P14B1_1376	0	0	0	1
B508_1910	1	1	1	1
103P14B1_1871	1	1	1	1
12P80B1_380	0	0	0	0
103P14B1_1889	1	1	1	1
103P14B1_1885	1	1	1	1
B583_45	1	1	1	1
B583_76	0	0	0	0
103P14B1_227	0	0	0	1
103P14B1_1487	1	1	1	1
B583_739	1	1	1	1
103P14B1_1766	1	1	1	1
B583_1187	0	0	0	0
B583_1371	1	1	1	1
B583_1594	0	0	0	0
B583_1595	0	0	0	0
B583_1770	0	0	0	0
103P14B1_854	1	1	1	1
B615_10	1	1	1	1
B615_16	0	0	0	0
B615_17	0	0	0	0
B615_18	0	0	0	0
B615_26	0	0	0	0
B615_63	1	1	1	1
43617_1547	1	1	1	1
B615_81	0	0	0	0
B615_153	1	1	1	1
B615_154	0	0	0	1
B615_155	0	0	0	1
B615_156	0	0	0	0
B615_159	0	0	0	0
B615_162	0	0	0	0
B615_175	0	0	0	0
B615_176	0	0	0	0
B615_193	0	0	0	0
B615_210	1	1	1	1
103P14B1_1696	1	1	1	1
B615_253	0	0	0	0
B615_254	0	0	0	0
103P14B1_1739	1	1	1	1
B615_260	1	1	1	1
B615_268	1	1	1	1
B615_312	0	0	0	0
B615_321	1	1	1	1
B615_322	1	1	1	1
B615_336	0	0	0	0
B615_337	0	0	0	0
B615_338	0	0	0	0
B615_350	1	1	1	1
B496_1150	1	1	1	1
B615_371	1	1	1	1
B615_398	0	0	0	0
B502_1794	0	0	0	0
B615_403	0	0	0	1
B615_405	0	0	0	1
103P14B1_826	0	0	0	0
B615_412	1	1	1	0
B615_416	0	0	0	0
B615_417	0	0	0	0
B615_418	0	0	0	0
B615_419	0	0	0	0
B615_420	1	0	1	1
B615_430	1	1	1	1
103P14B1_791	0	0	0	0
B615_463	0	0	0	0
B615_464	0	0	0	0
B615_465	0	0	0	0
B615_471	1	1	1	0
B615_472	1	1	1	0
B507_1182	1	1	1	0
B615_479	0	0	0	0
B615_483	0	0	0	1
B615_519	1	1	1	1
B615_528	1	1	1	1
B615_635	1	1	1	1
B615_637	0	0	0	0
B615_638	0	0	0	0
B615_639	0	0	0	0
B615_659	0	0	0	0
B615_663	0	0	0	0
B615_664	0	0	0	0
43617_1625	0	0	0	0
B615_697	0	0	0	0
B615_699	0	0	0	0
B615_700	0	0	0	0
B615_701	0	0	0	0
B615_707	1	1	1	1
B615_717	0	0	0	1
B615_725	1	1	1	1
103P14B1_238	1	1	1	1
103P14B1_254	1	1	1	1
B615_743	0	0	0	0
B615_744	0	0	0	0
B615_745	0	0	0	0
B615_750	1	1	1	1
103P14B1_147	1	1	1	1
B615_783	1	1	1	1
B615_790	1	1	1	1
B615_819	1	1	1	1
B615_828	0	0	0	0
B615_838	1	1	1	1
B615_839	1	1	1	1
B615_843	1	1	1	1
B615_873	1	1	1	1
B615_874	0	0	0	0
12P80B1_1445	1	1	1	1
B615_887	0	0	0	0
B615_891	0	0	0	0
B615_892	0	0	0	0
B615_893	0	0	0	0
B615_944	0	0	0	0
B615_945	0	0	0	0
B615_946	0	0	0	0
B615_947	0	0	0	0
103P14B1_457	1	1	1	1
B615_974	0	0	0	0
103P14B1_420	0	0	0	0
B615_1003	0	0	0	0
B615_1009	0	0	0	0
B615_1029	0	0	0	0
B615_1030	0	0	0	0
B496_1058	0	0	0	0
B615_1036	0	0	0	0
B615_1037	0	0	0	0
B615_1039	0	0	0	0
103P14B1_2020	1	1	1	1
B615_1054	1	1	1	1
B615_1064	1	1	1	1
B615_1065	1	1	1	1
103P14B1_1996	0	0	0	0
103P14B1_1936	1	1	1	1
B615_1141	0	0	0	0
B615_1142	0	0	0	0
103P14B1_1927	1	1	1	1
103P14B1_754	1	1	1	1
103P14B1_769	1	1	1	1
B615_1227	0	0	0	0
B615_1229	0	0	0	0
B615_1230	0	0	0	0
B615_1233	0	0	0	0
B615_1234	0	0	0	0
103P14B1_940	1	1	1	1
B615_1253	1	1	1	1
103P14B1_19	1	1	1	1
B615_1260	0	0	0	0
B615_1269	0	0	0	0
103P14B1_1582	1	1	1	1
B615_1300	0	0	0	0
B615_1301	0	0	0	0
B615_1318	0	0	0	0
B615_1327	1	1	1	1
12P80B1_1727	1	1	1	1
B615_1346	1	1	1	1
103P14B1_2074	0	0	0	1
B615_1387	1	1	1	1
103P14B1_1182	1	1	1	1
103P14B1_1528	1	1	1	1
103P14B1_1533	1	1	1	1
B615_1416	0	0	0	0
103P14B1_1548	0	0	0	0
B615_1476	0	0	0	0
B615_1478	1	1	1	1
103P14B1_859	1	1	1	1
B615_1529	1	1	1	1
B615_1561	1	1	1	1
B615_1568	0	0	0	0
B615_1619	0	0	0	0
B615_1651	1	1	1	1
B615_1653	0	0	0	0
103P14B1_1488	1	1	1	1
B615_1723	0	0	0	0
B615_1726	0	0	0	0
B615_1727	0	0	0	0
B615_1733	1	1	1	0
B615_1734	1	1	1	1
B615_1735	1	1	1	1
B615_1736	1	1	1	1
B615_1740	0	0	0	0
B615_1741	0	0	0	0
B615_1742	0	0	0	0
B615_1743	0	0	0	0
B615_1745	0	0	0	0
B615_1747	0	0	0	0
B615_1750	0	0	0	0
B615_1760	1	1	1	1
B615_1765	0	0	0	1
B615_1769	0	0	0	0
46P47B1_998	0	0	0	0
12P80B1_1069	1	1	1	1
B615_1829	0	0	0	0
B615_1834	1	1	1	0
B615_1863	0	0	0	0
B615_1867	0	0	0	0
103P14B1_610	1	1	1	1
B615_1902	0	0	0	1
B615_1918	1	1	1	1
B615_1937	1	1	1	1
B615_1953	0	0	0	0
B615_1954	0	0	0	0
B615_1955	0	0	0	0
46P47B1_1023	0	0	0	0
B615_1968	0	0	0	0
B615_1969	0	0	0	0
B615_1970	0	0	0	0
B615_1971	0	0	0	0
B615_2000	1	0	1	0
B615_2001	1	1	1	0
B615_2002	0	0	0	0
B615_2003	0	0	0	0
103P14B1_834	0	0	0	0
B615_1728	0	0	0	1
B616_6	0	0	0	1
103P14B1_1858	1	1	1	1
B616_37	0	0	0	0
103P14B1_1564	1	1	1	1
B616_103	0	0	0	0
B616_106	0	0	0	0
103P14B1_1648	1	1	1	1
B616_148	0	0	0	0
B616_223	1	1	1	1
103P14B1_1742	1	1	1	1
103P14B1_1768	1	1	1	1
B503_1169	0	0	0	0
103P14B1_1808	1	1	1	1
103P14B1_32	1	1	1	1
B616_349	0	0	0	0
B616_372	0	0	0	0
B616_373	0	0	0	0
B616_374	0	0	0	0
B616_375	0	0	0	0
B616_376	0	0	0	0
B616_377	0	0	0	1
B616_378	1	1	1	1
B616_388	0	0	0	0
B616_420	0	0	0	0
B616_455	0	0	0	0
103P14B1_1031	1	1	1	1
103P14B1_1030	1	1	1	1
B616_506	0	0	0	0
B616_507	0	0	0	0
B616_509	0	0	0	0
B616_510	1	1	1	0
B502_1764	0	0	0	0
B616_512	0	0	0	0
B616_513	0	0	0	0
B616_546	0	0	0	0
B616_547	0	0	0	0
B616_548	0	0	0	0
B616_560	1	1	1	1
103P14B1_1248	1	1	1	1
103P14B1_1206	0	0	0	0
103P14B1_366	1	1	1	1
B616_789	0	0	0	0
B616_795	1	1	1	1
B616_837	1	1	1	1
B616_874	0	0	0	0
B616_886	0	0	0	0
B616_928	0	0	0	0
B616_944	1	1	1	1
B615_702	0	0	0	0
B616_969	0	0	0	0
B616_974	0	0	0	0
B616_976	0	0	0	0
B616_982	0	0	0	0
103P14B1_2047	1	1	1	1
B616_998	0	0	0	0
B616_999	0	0	0	1
B616_1001	0	0	0	0
B616_1003	0	0	0	0
B616_1005	0	0	0	0
B616_1006	0	0	0	0
B616_1007	0	0	0	0
B616_1008	0	0	0	0
B616_1010	0	0	0	0
B616_1021	1	1	1	1
B616_1028	1	1	1	1
103P14B1_546	1	1	1	1
B616_1142	0	0	0	0
103P14B1_979	1	1	1	1
103P14B1_974	1	1	1	1
103P14B1_968	1	1	1	1
B616_1168	1	1	1	1
B502_1781	0	0	0	0
B615_409	1	1	1	0
B616_1188	0	0	0	0
B616_1189	0	0	0	0
B616_1190	0	0	0	0
B616_1192	0	0	0	1
B616_1195	0	0	0	0
B616_1198	0	0	0	0
B616_1199	0	0	0	0
B616_1200	0	0	0	0
B616_1201	0	0	0	0
B616_1202	0	0	0	0
B616_1209	0	0	0	0
B616_1211	0	0	0	0
B616_1212	0	0	0	0
B616_1216	0	0	0	0
B616_1217	0	0	0	0
B616_1225	0	0	0	0
B616_1227	0	0	0	0
B616_1228	0	0	0	0
B616_1235	0	0	0	0
103P14B1_1267	0	0	0	0
B616_1249	0	0	0	0
103P14B1_906	1	1	1	1
B616_1312	1	1	1	1
103P14B1_864	1	1	1	1
103P14B1_852	1	1	1	1
B616_1423	0	0	0	0
B616_1437	0	0	0	1
B615_1415	0	0	0	0
B616_1442	0	0	0	0
B616_1443	0	0	0	0
B616_1444	0	0	0	0
B616_1445	0	0	0	0
B616_1446	0	0	0	0
B616_1447	0	0	0	0
B616_1450	0	0	0	0
B616_1464	1	0	1	1
103P14B1_248	1	1	1	1
B616_1519	1	1	1	1
B616_1571	0	0	0	0
103P14B1_111	1	1	1	1
B616_1578	0	0	0	0
B616_1579	0	0	0	0
B615_858	0	0	0	0
B616_1625	0	0	0	0
B616_1630	1	1	1	1
B616_1685	1	1	1	1
B616_1689	1	1	1	1
B616_1704	0	0	0	0
B616_1732	1	1	1	1
B616_1735	0	0	0	0
B616_1781	1	1	1	1
103P14B1_1932	1	1	1	1
103P14B1_1931	1	1	1	1
B616_1811	1	1	1	1
103P14B1_742	1	1	1	1
B616_1843	1	1	1	1
B616_1850	1	1	1	1
B616_1855	0	0	0	0
B616_1856	0	0	0	0
B496_1367	1	1	1	1
103P14B1_777	1	1	1	1
B616_1916	0	0	0	0
B616_1917	0	0	0	0
B616_1934	1	1	1	1
B616_1955	0	0	0	0
B616_1961	0	0	0	0
B616_1994	1	1	1	1
B616_2006	0	0	0	0
B615_466	0	0	0	0
12P80B1_1551	0	0	0	0
B617_1	1	1	1	1
B616_426	0	0	0	0
103P14B1_665	1	1	1	1
103P14B1_674	1	1	1	1
103P14B1_988	1	1	1	1
B617_157	1	1	1	1
103P14B1_1800	1	1	1	1
103P14B1_1787	1	1	1	1
B617_219	1	1	1	1
B617_232	1	1	1	1
B617_264	0	0	0	1
103P14B1_1077	1	1	1	1
103P14B1_1130	1	1	1	1
103P14B1_26	1	1	1	1
B617_425	0	0	0	0
103P14B1_1489	1	1	1	1
B617_601	0	0	0	0
103P14B1_1449	1	1	1	1
B617_638	0	0	0	0
B617_739	1	1	1	1
B616_1449	0	0	0	0
46P47B1_343	1	1	1	1
B617_821	0	0	0	0
B617_823	0	0	0	0
B617_872	1	1	1	1
B617_986	1	1	1	1
B617_995	0	0	0	1
B617_1033	0	0	0	0
B617_1034	0	0	0	0
B617_1041	0	0	0	0
B617_1043	0	0	0	0
B617_1049	0	0	0	0
103P14B1_1094	0	0	0	0
B615_658	0	0	0	0
103P14B1_194	1	1	1	1
B617_1114	1	1	1	1
103P14B1_599	1	1	1	1
B617_1211	0	0	0	0
103P14B1_418	1	1	1	1
103P14B1_402	0	0	0	0
103P14B1_384	1	1	1	1
B617_1275	0	0	0	0
B617_1278	1	1	1	0
B617_1398	1	1	1	1
B617_1422	1	1	1	1
B615_296	0	0	0	0
B617_1496	0	0	0	0
B617_1497	0	0	0	0
B615_1035	0	0	0	0
B617_1499	0	0	0	0
B617_1500	0	0	0	0
B617_1501	0	0	0	0
B617_1502	0	0	0	0
B617_1503	0	0	0	0
B617_1504	0	0	0	0
B617_1505	0	0	0	0
B617_1506	0	0	0	0
B617_1507	0	0	0	0
B617_1508	0	0	0	0
B617_1509	0	0	0	0
B617_1510	0	0	0	0
B617_1523	1	1	1	1
B617_1628	1	1	1	1
B617_1647	0	0	0	0
B617_1649	0	0	0	0
B617_1650	0	0	0	0
B617_1651	0	0	0	0
B617_1739	0	0	0	0
B617_1740	0	0	0	0
103P14B1_78	1	1	1	1
103P14B1_250	1	1	1	1
B617_1853	1	1	1	1
103P14B1_228	0	0	0	1
B615_1560	1	1	1	1
B615_1562	1	1	1	1
B617_1929	0	0	0	0
103P14B1_1228	1	1	1	1
103P14B1_427	0	0	0	0
43617_1618	0	0	0	1
B618_12	1	1	1	1
B618_13	1	1	1	1
B618_14	1	1	1	1
103P14B1_1672	1	1	1	1
103P14B1_1686	1	1	1	1
B618_60	1	1	1	1
B618_66	1	1	1	1
103P14B1_1731	1	1	1	1
B618_132	0	0	0	0
103P14B1_419	1	1	1	1
103P14B1_424	0	0	0	0
7169_680	0	0	0	0
B616_1187	0	0	0	0
B618_166	1	1	1	1
103P14B1_820	1	1	1	1
103P14B1_530	1	1	1	1
B618_236	0	0	0	0
B618_237	0	0	0	0
103P14B1_512	1	1	1	1
B618_271	0	0	0	0
B618_290	1	1	1	1
B618_293	1	1	1	1
B618_301	1	1	1	0
B618_302	1	1	1	0
103P14B1_1513	0	0	0	0
103P14B1_1266	0	0	0	0
B618_365	0	0	0	0
B618_376	0	0	0	0
B618_377	0	0	0	0
103P14B1_2043	1	1	1	1
103P14B1_2041	1	1	1	1
B618_408	0	0	0	0
103P14B1_1310	0	0	0	0
103P14B1_171	1	1	1	1
103P14B1_174	1	1	1	1
103P14B1_176	1	1	1	1
103P14B1_790	0	0	0	0
103P14B1_787	1	1	1	1
B615_473	1	1	1	0
B615_1925	1	1	1	1
103P14B1_916	1	1	1	1
103P14B1_908	1	1	1	1
103P14B1_893	1	1	1	1
103P14B1_866	1	1	1	1
B502_1757	1	1	1	1
103P14B1_1464	1	1	1	1
103P14B1_341	1	1	1	1
103P14B1_339	1	1	1	1
B618_776	0	0	0	1
B618_867	0	0	0	0
B618_885	0	0	0	0
103P14B1_996	1	1	1	1
103P14B1_186	1	1	1	1
B618_1040	0	0	0	0
B618_1050	0	0	0	0
B618_1051	0	0	0	0
B583_1464	1	1	1	1
B618_1119	1	1	1	1
103P14B1_1202	1	1	1	1
103P14B1_53	1	1	1	1
B618_1283	0	0	0	0
B618_1285	0	0	0	0
103P14B1_552	1	1	1	1
103P14B1_592	1	1	1	1
B618_1490	1	1	1	1
103P14B1_151	1	1	1	1
103P14B1_135	1	1	1	1
B618_1599	1	1	1	1
103P14B1_762	1	1	1	1
103P14B1_758	1	1	1	1
B618_1642	1	1	1	1
103P14B1_1950	1	1	1	1
103P14B1_1010	1	1	1	1
B615_1763	0	0	0	1
103P14B1_1021	1	1	1	1
B618_1777	1	1	1	1
103P14B1_1065	1	1	1	1
103P14B1_1071	1	1	1	1
B618_1818	0	0	0	0
B618_1819	0	0	0	0
B618_1831	0	0	0	0
B618_1835	0	0	0	0
12P80B1_1083	1	1	1	0
B618_1858	0	0	0	0
B618_1867	0	0	0	0
B616_1436	1	1	1	1
B618_1976	0	0	0	0
103P14B1_1370	1	1	1	1
103P14B1_1154	1	1	1	1
103P14B1_1621	1	1	1	1
103P14B1_1627	1	1	1	1
B618_2040	0	0	0	0
43617_1727	0	0	0	0
B619_14	1	1	1	0
103P14B1_1427	1	1	1	1
B615_1611	1	1	1	1
103P14B1_1246	1	1	1	1
B619_153	1	1	1	1
103P14B1_1630	1	1	1	1
B619_212	1	1	1	1
12P80B1_1071	0	0	0	0
103P14B1_630	1	1	1	0
103P14B1_631	1	1	1	0
B619_300	0	0	0	1
43617_1623	0	0	0	0
103P14B1_23	1	1	1	1
103P14B1_52	1	1	1	1
B615_1732	0	0	0	1
B619_390	1	1	1	1
B615_408	1	1	1	0
103P14B1_388	1	1	1	1
B619_441	1	1	1	1
B619_484	0	0	0	0
B619_485	0	0	0	0
B619_486	0	0	0	0
B619_487	0	0	0	0
B619_494	1	1	1	1
B619_495	1	1	1	1
B619_496	1	1	1	1
B619_498	1	1	1	1
B619_499	1	1	1	1
B619_500	1	1	1	1
B619_501	1	1	1	1
B619_502	1	1	1	1
B619_503	1	1	1	1
B619_504	1	1	1	1
103P14B1_812	0	0	0	0
B619_580	1	1	1	1
B619_632	0	0	0	0
103P14B1_2080	0	0	0	0
103P14B1_218	1	1	1	1
103P14B1_258	1	1	1	1
B619_809	1	1	1	1
B619_825	1	1	1	1
B619_827	1	1	1	1
B619_829	1	1	1	1
B619_830	1	1	1	1
B619_831	1	1	1	1
103P14B1_1993	1	1	1	1
103P14B1_728	1	1	1	1
B619_973	0	0	0	0
B619_981	1	1	1	1
B619_987	1	1	1	1
B619_1003	1	1	1	1
103P14B1_763	1	1	1	1
103P14B1_985	1	1	1	1
103P14B1_994	1	1	1	1
B507_700	0	0	0	0
103P14B1_2042	1	1	1	1
B615_657	0	0	0	0
B619_1204	0	0	0	0
B619_1205	0	0	0	0
